1,0.000012
11,0.000052
21,0.000079
31,0.000304
41,0.000226
51,0.000338
61,0.000468
71,0.001124
81,0.001007
91,0.001064
101,0.001260
111,0.001553
121,0.002068
131,0.003373
141,0.002524
151,0.004796
161,0.006294
171,0.005571
181,0.004150
191,0.004475
201,0.007831
211,0.005901
221,0.008158
231,0.009671
241,0.017904
251,0.010575
261,0.008820
271,0.022236
281,0.024158
291,0.017393
311,0.018486
301,0.032735
321,0.017542
331,0.031491
341,0.039039
351,0.035572
361,0.044172
381,0.031800
371,0.060564
391,0.022475
411,0.046445
401,0.082819
421,0.064854
441,0.049867
431,0.069563
451,0.096380
481,0.068641
461,0.116590
471,0.134484
491,0.091498
501,0.106634
511,0.101134
521,0.092554
551,0.109739
541,0.139340
531,0.198498
571,0.195320
581,0.182571
561,0.297277
591,0.318403
601,0.163971
611,0.193679
621,0.293732
651,0.312593
631,0.368143
641,0.290555
661,0.374571
671,0.422195
681,0.292878
691,0.370927
701,0.347457
711,0.302258
721,0.402729
731,0.313921
751,0.293409
741,0.340379
761,0.415445
781,0.316154
771,0.470852
801,0.536254
811,0.564716
791,0.810993
841,0.603218
821,0.866655
831,0.840775
851,1.042289
861,1.036229
871,1.277025
881,1.160185
891,1.180195
911,1.124347
901,1.305505
921,0.892189
931,1.165483
951,0.956033
941,1.376030
961,1.068224
971,0.858550
991,0.799385
981,0.886576
1,0.000010
11,0.000057
21,0.000144
31,0.000292
41,0.000403
51,0.000687
61,0.000507
71,0.000709
81,0.001119
91,0.002707
101,0.001385
111,0.002150
121,0.002033
131,0.003881
141,0.002593
151,0.007084
161,0.005679
171,0.007438
181,0.006996
191,0.006489
201,0.010672
211,0.006309
221,0.009270
231,0.011983
241,0.017599
251,0.012167
261,0.012127
281,0.012929
271,0.025303
291,0.019506
301,0.024814
311,0.020043
321,0.020812
331,0.026132
341,0.029187
351,0.018542
361,0.032750
371,0.055268
391,0.033378
381,0.055270
401,0.022565
411,0.032249
421,0.053099
431,0.069350
441,0.076506
451,0.100629
471,0.080670
461,0.130299
481,0.088172
491,0.104692
501,0.117193
511,0.091271
521,0.110728
531,0.186253
541,0.146065
551,0.112711
581,0.180826
561,0.250706
571,0.238055
591,0.218002
601,0.144665
631,0.146706
621,0.168623
611,0.255766
641,0.180530
651,0.193840
661,0.159239
671,0.160017
681,0.231380
691,0.218793
701,0.369933
711,0.303066
721,0.366553
731,0.403323
751,0.286330
741,0.428024
771,0.415269
781,0.315380
761,0.422331
801,0.450642
791,0.416667
811,0.569379
841,0.562344
861,0.580329
831,0.743581
821,0.722809
851,0.825671
881,0.830382
871,1.307763
921,0.915709
931,1.121918
891,1.007355
901,1.299703
911,1.090598
941,0.808151
951,0.867337
991,0.584921
961,0.501032
981,0.566796
971,0.562670
1,0.000007
11,0.000058
21,0.000073
31,0.000175
41,0.000487
51,0.000353
61,0.000487
71,0.000704
81,0.001516
91,0.002002
101,0.001355
111,0.001572
121,0.003366
131,0.002218
141,0.002392
151,0.004866
161,0.003104
171,0.006000
181,0.006609
191,0.004879
201,0.008082
211,0.017444
221,0.007916
231,0.008802
241,0.019394
251,0.012490
261,0.014780
271,0.009342
281,0.012429
291,0.015514
301,0.033084
311,0.017684
321,0.040618
331,0.031996
341,0.025952
351,0.025031
371,0.034141
361,0.019454
391,0.027764
401,0.047180
411,0.066488
381,0.030955
431,0.089284
461,0.086354
471,0.060260
451,0.170881
421,0.056405
441,0.068489
501,0.102661
481,0.082145
491,0.160758
521,0.147250
511,0.139512
551,0.130786
531,0.183143
541,0.121124
591,0.258973
581,0.184427
571,0.329847
601,0.277767
611,0.262517
621,0.222139
561,0.430752
631,0.168443
641,0.165213
651,0.202449
661,0.263661
681,0.393422
671,0.504608
691,0.380187
701,0.365261
711,0.509447
741,0.327461
731,0.400604
721,0.501939
761,0.332301
751,0.443548
771,0.442805
791,0.383612
781,0.390242
831,0.348427
801,0.684365
821,1.115381
861,1.344892
871,1.470722
851,1.588173
811,1.931670
901,1.979682
891,1.805884
921,1.788321
841,2.241060
881,1.888108
951,1.672518
911,2.061949
941,2.117606
991,0.912913
981,1.746568
931,2.061306
971,1.670488
961,1.881450
level,time (ms)level,time (ms)level,time (ms)level,time (ms)1,0.000016
11,0.000075
21,0.000166
31,0.000422
41,0.000734
51,0.000965
61,0.001316
71,0.001506
81,0.002387
91,0.001786
101,0.001780
111,0.003281
121,0.001900
131,0.002757
141,0.003613
151,0.002819
161,0.006687
171,0.004053
191,0.004431
201,0.010278
181,0.003972
211,0.008065
221,0.018543
231,0.007904
241,0.006924
251,0.014158
261,0.015224
271,0.013106
281,0.035767
301,0.038629
291,0.031771
321,0.078750
311,0.078211
331,0.122827
351,0.103459
341,0.078057
361,0.033844
381,0.029511
411,0.058056
391,0.099818
401,0.080831
421,0.050062
371,0.139499
431,0.092870
441,0.101276
461,0.108167
451,0.152357
471,0.083067
481,0.084743
491,0.077470
511,0.053715
521,0.087161
531,0.167300
551,0.217856
561,0.242855
581,0.162945
541,0.150246
571,0.323320
501,0.231106
611,0.177412
591,0.286506
601,0.238788
631,0.271772
621,0.331885
641,0.311576
661,0.338445
681,0.276395
651,0.445627
671,0.338999
721,0.296054
691,0.546798
701,0.409502
711,0.523203
731,0.367676
741,0.427071
761,0.492260
751,0.665270
781,0.390252
791,0.349509
771,0.655474
801,0.727431
821,0.762634
811,0.891601
841,1.086586
831,1.200785
851,1.142034
861,1.129421
871,1.147044
881,1.395629
911,1.210032
901,1.522026
891,1.854030
941,1.147056
961,0.941834
921,1.471632
951,1.493584
931,1.355459
981,1.323989
991,0.916436
971,0.730781
level,time (ms)1,0.000007
11,0.000058
21,0.000071
31,0.000362
41,0.000669
51,0.000571
61,0.001457
71,0.001194
81,0.001047
91,0.001159
101,0.003392
111,0.002050
121,0.001810
131,0.003058
141,0.004766
151,0.005471
161,0.004124
171,0.007621
181,0.005218
191,0.005729
201,0.008638
211,0.008115
221,0.010543
241,0.019540
251,0.013635
231,0.009297
261,0.011201
291,0.011759
281,0.026139
311,0.020137
321,0.019744
271,0.016104
301,0.020483
341,0.056728
361,0.026296
351,0.042114
331,0.032743
381,0.068437
371,0.082989
401,0.068508
421,0.095159
411,0.050598
451,0.036515
431,0.092807
391,0.036908
471,0.079989
461,0.057489
441,0.079748
521,0.067828
501,0.099350
511,0.114281
491,0.133912
481,0.193270
541,0.148457
531,0.157677
551,0.172300
581,0.159956
591,0.130913
571,0.156600
561,0.105094
611,0.190198
631,0.178739
621,0.259670
601,0.141137
671,0.271337
661,0.225963
641,0.301004
651,0.482159
691,0.466936
681,0.291894
731,0.442254
741,0.385332
701,0.322416
721,0.610453
771,0.340587
711,0.493622
751,0.578084
761,0.304585
781,0.566348
791,0.575224
811,0.665637
831,0.771728
801,0.783431
821,0.959050
841,0.880623
861,0.886575
901,0.755685
851,0.689010
871,1.179213
921,0.892225
891,1.388523
911,1.176173
881,1.571695
951,1.191034
941,1.139583
931,1.370276
961,1.016124
971,0.759930
981,0.663668
991,0.905892
1,0.000009
11,0.000179
21,0.000216
31,0.000192
41,0.000513
51,0.000677
61,0.000713
71,0.001350
81,0.001167
101,0.003349
91,0.001796
131,0.002819
141,0.004653
121,0.003788
111,0.002324
151,0.003323
171,0.003906
181,0.006047
191,0.006607
161,0.006101
201,0.005925
241,0.007839
251,0.020383
231,0.007412
